player_id,short_name,team_name,clearance,corner_crossed,corner_short,cross,dribble,foul,freekick_crossed,freekick_short,goalkick,interception,keeper_save,pass,shot,shot_freekick,shot_penalty,tackle,take_on,throw_in,total,minutes_played
33.0,J. Cillessen,FC Barcelona,0.011196076753140945,0.0,0.0,0.0,0.08924882991819924,0.0,0.0,0.0,0.022523471379501964,0.0004070379389812894,-0.022269804254529044,-0.2281651904749264,0.0,0.0,0.0,0.0,0.0,0.0,-0.13115822710096836,92.903192
99.0,P. Tytoń,Real Club Deportivo de La Coruña,0.0,0.0,0.0,0.0,0.02391019011235004,0.0,0.0,0.005766900184556102,-0.00090077981062384,-0.0012277894295291355,-0.013499739802708573,-0.35989474258421633,0.0,0.0,0.0,0.0,0.0,0.0,-0.39617449464276433,103.09706778333333
151.0,J. Guidetti,Deportivo Alavés,0.0011221552208801186,-0.0011010889481550443,0.0,0.003967290844781532,0.03184240128289749,0.00807687884454968,0.0,0.0,0.0,0.00715372862387809,0.0,0.04679847737659592,0.12857165066580592,0.001995017691377452,0.0,0.0,0.005400463407235811,0.00031920068078755844,4.104009769096971,1577.4798718333334
151.0,J. Guidetti,Real Club Celta de Vigo,0.0,0.0,0.0,-0.0036097680387939366,-0.00041805522560618485,0.00017397014770868335,0.0,0.0,0.0,0.00038078348184257337,0.0,0.003032213329231139,-0.011501982492893336,0.0,0.0,0.0,-0.0009066483208944956,0.0,-0.22522008104715496,1577.4798718333334
254.0,R. Rosales,Málaga Club de Fútbol,-0.003937137678582199,-0.00980232619558358,-0.00027458762374208984,0.025100711951789527,-0.0047446997775799915,0.01193817015417084,0.021246354791332286,0.002918421545011053,7.457526360405568e-05,0.0065596869794247595,0.0,0.09069356916381165,0.020219482155884566,0.0013611276221900492,0.0,-0.0022010545193077327,0.001116132074266805,0.051061901348501484,7.588134002207778,3231.585684216667
786.0,R. Mazáň,Real Club Celta de Vigo,0.0,0.0,0.0,0.061121350806333644,-0.02228104382937309,0.018751627578111513,0.0,0.0,0.0,0.022257582888023545,0.0,0.05540170428949869,-0.0029826999607933066,0.0,0.0,0.0,0.0,0.04464986496069786,0.16340426588431,83.12524323333334
1751.0,O. Tannane,UD Las Palmas,0.0006864582706828751,-0.018968937610088114,-0.02636296554500161,0.001954716064934532,0.03341991049259154,0.006320475668521122,0.011221508405148758,0.0,0.0,0.0026084568179120765,0.0,0.004612850128372862,-0.044274573010368745,0.006560056045408446,0.0,-0.00029945407808186893,-0.01097407105616477,0.004616716625685532,-0.26016389137227086,810.7922569333333
3267.0,Guaita,Getafe Club de Fútbol,-0.0008070827878380941,0.0,0.0,0.0,0.01659916827257626,-0.0014929595114445118,0.0,0.009928572900281336,0.0070534700667129885,0.005266021278137371,0.021987319102657957,-0.08418299512499415,0.0,0.0,0.0,0.0,0.0,0.0,-0.8831619863922242,3098.996930383333
3269.0,Jordi Alba,FC Barcelona,0.0037902461816259345,0.0,-0.001573654474832261,0.014087254331912673,0.011312119467463213,0.007101146287399799,0.0,0.0039007543889573266,0.0,0.001735779010460516,0.0,0.08458255680435857,0.034380047867678634,0.0,0.0,0.0021404775396360594,0.0023119541166565834,0.028919451026975403,7.663873337551951,3579.6112155833334
3270.0,Barragán,Real Betis Balompié,0.0026539245609547204,0.0,0.0,0.012124686020091433,0.009903689596873155,0.013812986784547275,0.0,0.002483150638131944,0.0,0.001249160403516048,0.0,0.10566648280443502,-0.0021135123446464413,0.0,0.0,-0.0026560000324466985,-0.0024581185878797948,0.030244977985780356,4.685612278524786,2467.3897493166664
